,cast,revenue
4614,Krista Allen,186167139
4615,Zachary Levi,1173194003
4616,Paula Patton,1246011499
4617,Lenny Kravitz,63647833
4618,Odette Annable,291283324
4619,Meagan Good,348978657
4620,RenÃ©e Zellweger,2161331866
4621,Kerry O'Malley,29000000
4622,Tom Frederic,0
4623,Louise Cliffe,0
4624,Jake Curran,0
4625,Claudia Karvan,51416464
4626,Michelle Nolden,101229792
4627,Arliss Howard,101229792
4628,Sam Huntington,9799930
4629,Dan Fogler,147159772
4630,Storm Acheche SahlstrÃ¸m,791867
4631,Alexander Nathan Etel,109655602
4632,Deirdre Blades,36133014
4633,Camilla Belle,382026000
4634,Maggie Siff,45465299
4635,Don Cheadle,2689910772
4636,Wesley Snipes,1077454635
4637,Costas Mandylor,477844845
4638,Betsy Russell,457594229
4639,Peter Outerbridge,68233629
4640,Michael Stuhlbarg,655457110
4641,Fred Melamed,34394236
4642,Sari Lennick,31430334
4643,Aaron Wolff,31430334
4644,Timothy Olyphant,902977939
4645,Steve Zahn,896404875
4646,Anthony Ruivivar,22852638
4647,Ashton Kutcher,1240879316
4648,Ashley Johnson,80572029
4649,Gabriel Macht,497985417
4650,Tom Skerritt,805039669
4651,Columbus Short,213599800
4652,David Strathairn,1058462565
4653,Maya Massar,41624046
4654,Patrick Swayze,1026164511
4655,Brennan Brown,10652035
4656,Nathaniel Brown,754249
4657,Cyril Roy,754249
4658,Masato Tanno,754249
4659,Jesse Kuhn,754249
4660,Paulette Lamori,0
4661,Ashley Scott,68290047
4662,Brian J. White,71554748
4663,Steve Harris,58135745
4664,Ross McCall,3154346
4665,Treva Etienne,0
4666,Luke Massy,0
4667,Nicky Holender,0
4668,Aamir Khan,150099000
4669,Madhavan,70000000
4670,Sharman Joshi,70000000
4671,Boman Irani,82000000
4672,Tyrese Gibson,2670891847
4673,Larry David,0
4674,Michael McKean,112439473
4675,Lyle Kanouse,0
4676,Rain,1535092689
4677,Naomie Harris,1442867754
4678,Sung Kang,228420468
4679,Randall Duk Kim,60462347
4680,Rick Yune,699717388
4681,Aly Michalka,45703747
4682,Gaelan Connell,5210988
4683,Lisa Kudrow,487503250
4684,Scott Porter,374826516
4685,Max Records,135028981
4686,Lauren Ambrose,149851742
4687,Catherine O'Hara,1310229342
4688,Tania Raymonde,47241945
4689,Olivia Dawn York,0
4690,Jeff Daniel Phillips,1165882
4691,Chris Carmack,10126458
4692,Rachel Miner,480811
4693,Melissa Jones,0
4694,Kevin Yon,0
4695,Lynch R. Travis,0
4696,Hayden Panettiere,1222356339
4697,Paul Rust,0
4698,Lauren London,74384196
4699,Lauren Storm,0
4700,Jack Carpenter,0
4701,Matt Lauer,68688831
4702,Tony Kgoroge,149563971
4703,Patrick Mofokeng,122233971
4704,Matt Stern,122233971
4705,Emilia Fox,127073787
4706,Ben Chaplin,262619074
4707,Martin Donovan,275423582
4708,Elias Koteas,551652719
4709,Eugene Levy,571859305
4710,Bug Hall,0
4711,Kevin M. Horton,0
4712,Brandon Hardesty,0
4713,John Larroquette,68772634
4714,Ally Sheedy,157787150
4715,Alicja Bachleda-CuruÅ›,1644755
4716,Dervla Kirwan,1644755
4717,Alison Barry,1644755
4718,Marion O'Dwyer,1644755
4719,Jacques Perrin,19406406
4720,Rie Miyazawa,19406406
4721,Aldo Baglio,19406406
4722,Matthias Brandt,19406406
4723,Jensen Ackles,107363896
4724,Jaime King,220249675
4725,Betsy Rue,100734718
4726,Freddie Highmore,866194303
4727,Mia Farrow,159886380
4728,Robert Stanton,0
4729,Penny Balfour,0
4730,Edward James Olmos,183196317
4731,Michael Trucco,0
4732,Grace Park,0
4733,Yann Arthus-Bertrand,0
4734,Julia Voth,199436
4735,America Olivo,305435
4736,Michael Hurst,199436
4737,Ashraf Barhom,43471182
4738,Michael Lonsdale,249341505
4739,Barry Humphries,0
4740,Bethany Whitmore,0
4741,Sean Patrick Flanery,151452935
4742,"Clifton Collins, Jr.",95346406
4743,Val Kilmer,2169805195
4744,Shawn Hatosy,35313440
4745,Heath Ledger,1870059590
4746,Zhang Ziyi,510586165
4747,Barry Shabaka Henley,1017401
4748,Skeet Ulrich,449788760
4749,Virginie Ledoyen,144056873
4750,Robinson StÃ©venin,0
4751,Lola Naymark,0
4752,Adrien Jolivet,0
4753,David Ellison,0
4754,Dean Cameron,9797098
4755,Christopher Showerman,0
4756,Melissa Joan Hart,17843379
4757,Joey Lawrence,24689703
4758,Nicole Tubiola,0
4759,Burgess Jenkins,0
4760,Jason MacDonald,0
4761,Chris Massoglia,76360375
4762,Michael Adamthwaite,0
4763,Cara Seymour,59151924
4764,Kieran Culkin,141767804
4765,Armin Mueller-Stahl,133837835
4766,Ulrich Thomsen,276355814
4767,BrÃ­an F. O'Byrne,73076829
4768,Emma Lung,0
4769,Michael Dorman,0
4770,Andrei Arlovski,2277693
4771,Mike Pyle,875386
4772,Iggy Pop,30246240
4773,Mike Lobell,0
4774,Tom Charlfa,0
4775,Ann Marie Horan,0
4776,Thora Birch,665149909
4777,William Black,17436509
4778,Elijah Cummings,17436509
4779,Baron Hill,17436509
4780,Jeanne Tripplehorn,681175591
4781,Ken Howard,1106279658
4782,Kenneth Welsh,255070864
4783,Franka Potente,585816737
4784,Sheri Moon Zombie,57416894
4785,Tyler Mane,119675375
4786,Chase Wright Vanek,39421467
4787,Brad Dourif,382144786
4788,Rebekah Kochan,0
4789,Daniel Skelton,0
4790,Chris Salvatore,0
4791,Michael E.R. Walker,0
4792,Julia Cho,0
4793,Collette Wolfe,47191351
4794,Jacinda Barrett,294162929
4795,Billy Ray Cyrus,200781822
4796,Emily Osment,155545279
4797,Jason Earles,155545279
4798,Zulay Henao,32474120
4799,Roger Guenveur Smith,32474120
4800,Cyril Raffaelli,18370506
4801,Philippe Torreton,8786375
4802,Daniel Duval,8786375
4803,Lara Flynn Boyle,616578421
4804,Katie Finneran,0
4805,Kevin Nealon,260960054
4806,Robert Hoffman,208697756
4807,Beatrice Miller,0
4808,Dallas Roberts,149563474
4809,Peter Gallagher,449158810
4810,Amy Irving,206884921
4811,Frankie Faison,240040448
4812,Natalie Mendoza,0
4813,Gavin O'Herlihy,0
4814,Krysten Cummings,0
4815,Josh Dallas,0
4816,Josh Stewart,16286076
4817,Juan FernÃ¡ndez,9444018
4818,Madeline Zima,97480701
4819,Johanna Wokalek,27412220
4820,Edward Petherbridge,27412220
4821,Rachel Griffiths,91759450
4822,Sophie Lowe,0
4823,Bryan Brown,241662498
4824,Adrianne Palicki,416701168
4825,Garcelle Beauvais,18097
4826,Will Patton,1372147237
4827,Hakeem Kae-Kazim,42333295
4828,Romola Garai,233608217
4829,Jenna Fischer,106502667
4830,MarÃ­a Valverde,0
4831,Ellie Nunn,0
4832,Takuya Kimura,0
4833,Yu Aoi,0
4834,Tadanobu Asano,453987960
4835,Takeshi Aono,0
4836,Tatsuya GashÃ»in,0
4837,Igal Naor,0
4838,Stewart Scudamore,0
4839,James Floyd,0
4840,Martin Compston,1996059
4841,Lisa Roberts Gillan,60000000
4842,Rob Schneider,546515370
4843,Ryan Merriman,117719158
4844,LeVar Burton,305312826
4845,Xander Berkeley,83920922
4846,Rider Strong,30553394
4847,Alexi Wasser,0
4848,Rusty Kelley,0
4849,Marc Senter,0
4850,Pell James,1115493
4851,Kelly Macdonald,927179694
4852,Field Cate,0
4853,Kendall Cross,0
4854,Kerry Fox,4440055
4855,Edie Martin,4440055
4856,Richard Dean Anderson,0
4857,Michael Shanks,8900000
4858,Christopher Judge,8900000
4859,Don S. Davis,0
4860,Romano Orzari,0
4861,Manuel Tadros,0
4862,Jesse Rath,0
4863,Alex Ivanovici,0
4864,Todd Jensen,0
4865,Tsuyoshi Ihara,68673228
4866,Mika Hijii,0
4867,George Wendt,164611610
4868,Craig Anton,0
4869,Charisse Baker,0
4870,Andrew Astor,0
4871,Kate Melton,0
4872,Nick Palatas,0
4873,Sandra Oh,121698032
4874,Estella Warren,54744738
4875,Rhett Giles,0
4876,Victor Parascos,0
4877,Vanessa Gray,0
4878,Tony Bellette,0
4879,Jenna Dewan,114401718
4880,Chase Ryan Jeffery,0
4881,Elan Moss-Bachrach,0
4882,Daniel Day-Lewis,790538402
4883,Sophia Loren,67126168
4884,Lisa Howard,0
4885,Chris Walker,0
4886,Shaun Dooley,0
4887,Jim Carter,13555988
4888,Eamonn Walker,136626614
4889,Sela Ward,451572508
4890,Oliver James,14867514
4891,Kristopher Turner,0
4892,Rik Young,0
4893,Madison Riley,0
4894,Amber McDonald,0
4895,Nia Vardalos,400540336
4896,Alexis Georgoulis,20455276
4897,Alistair McGowan,20455276
4898,Harland Williams,207248274
4899,Sofia Vassilieva,95714875
4900,Lee Bo-young,0
4901,Jong-hak Choi,0
4902,Wung-hoe Gu,0
4903,Cheol-hyeong Im,0
4904,Lynda Boyd,0
4905,Matt Frewer,225133397
4906,Joe Chisholm,1162422
4907,Mandy-Rae Cruikshank,1162422
4908,Simon Hutchins,1162422
4909,Kirk Krack,1162422
4910,Michael Bunin,31720158
4911,Alex Borstein,152759963
4912,H. Jon Benjamin,0
4913,Derek Mears,316182526
4914,Jared Padalecki,170192846
4915,Amanda Righetti,91379051
4916,Travis Van Winkle,91379051
4917,Monica Potter,220292123
4918,Martha MacIsaac,0
4919,Carla Gallo,0
4920,Kerry Washington,1404805918
4921,Michael Sinterniklaas,0
4922,Wayne Grayson,29170410
4923,Sam Riegel,0
4924,Frank Frankson,0
4925,Darren Dunstan,0
4926,Lee Oakes,10329747
4927,James Cromwell,1795031540
4928,Iko Uwais,0
4929,Sisca Jessica,0
4930,Christine Hakim,0
4931,Mads Koudal,0
4932,Yusuf Aulia,0
4933,Nona Gaye,305875730
4934,Lindsay Lohan,492150275
4935,Janeane Garofalo,123608916
4936,Bonnie Somerville,0
4937,Kristin Kreuk,12764201
4938,Jake T. Austin,120728016
4939,Kyla Pratt,276866922
4940,Martha West,0
4941,Sarah Michelle Gellar,1165962361
4942,Jonathan Tucker,136979340
4943,Erika Christensen,0
4944,Anna Cummer,0
4945,Kelly Metzger,0
4946,Cathy Weseluck,0
4947,Luke Mably,0
4948,Adar Beck,0
4949,Chris Carey,0
4950,Nathalie Cox,0
4951,BeyoncÃ© Knowles,555640504
4952,Bonnie Perlman,73830340
4953,Vincent Gallo,4142110
4954,Maribel VerdÃº,392956
4955,Klaus Maria Brandauer,323405586
4956,Alden Ehrenreich,60165359
4957,Silvia PÃ©rez,113221
4958,David Anders,0
4959,Daniel Newman,0
4960,Preston Bailey,186702
4961,Lexie Behr,0
4962,Luce Rains,0
4963,Liezl Carstens,0
4964,Kisha Sierra,0
4965,Arron Shiver,0
4966,Paul McGann,87479110
4967,Vera Filatova,0
4968,Joanne Whalley,91382649
4969,Catherine Bell,484572835
4970,Chris Potter,113006880
4971,Matthew Knight,0
4972,Hannah Endicott-Douglas,1083683
4973,Catherine Disher,0
4974,Landon Pigg,16633035
4975,Sarah Habel,16633035
4976,Shannon Eagen,16633035
4977,Emily Hampshire,1426915
4978,GeneviÃ¨ve Bujold,135848740
4979,Jessica ParÃ©,0
4980,Shanti Roney,0
4981,Tom Hollander,274568240
4982,Gina McKee,370906468
4983,Chris Addison,6149791
4984,Michael Jackson,21049053
4985,Orianthi,0
4986,Kenny Ortega,0
4987,Dorian Holley,0
4988,Patrick Woodroffe,0
4989,Alex Frost,10012022
4990,Vittorio Brahm,0
4991,Tatiana Astengo,0
4992,Manolo Cardona,0
4993,Cristian Mercado,0
4994,Robert Benz,0
4995,Darla Biccum,0
4996,Jonathan Keltz,48065672
4997,Isaach De BankolÃ©,674918
4998,Hilary Duff,402297333
4999,Evan Ross,21170563
5000,Michael Murphy,66780054
5001,Tsianina Joelson,0
5002,Pete Postlethwaite,921945326
5003,Alice Krige,269634423
5004,Mackenzie Crook,113126267
5005,Tamer Hassan,0
5006,Danny Dyer,4000000
5007,Alan van Sprang,143191
5008,Kathleen Munroe,143191
5009,Richard Fitzpatrick,143191
5010,Shoshana Bush,0
5011,David Alan Grier,108189525
5012,Cuba Gooding Jr.,1784735016
5013,Stephanie Jacobsen,0
5014,John Henshaw,7034007
5015,Anthony Flanagan,0
5016,Warren Clarke,97276344
5017,Tim Curry,531478839
5018,Kira Tozer,0
5019,Willow Johnson,0
5020,Dorla Bell,0
5021,Randy Quaid,744116743
5022,Emilee Wallace,0
5023,Marife Necesito,0
5024,Sophie Nyweide,0
5025,Tom McCarthy,0
5026,Daveigh Chase,149871527
5027,Elizabeth Berkley,25711515
5028,Jodi Lyn O'Keefe,118566055
5029,G.K. Bowes,0
5030,Kelly Brewster,0
5031,Doug Erholtz,0
5032,Jennie Fahn,0
5033,Helen Niedwick,0
5034,Kerry BishÃ©,0
5035,Ritchie Coster,77920346
5036,Antonia Steinberg,0
5037,Arsenio Hall,289048858
5038,Tommy Davidson,20356608
5039,Kevin Chapman,157118577
5040,Richard Edson,37592002
5041,Anne Marie DeLuise,0
5042,Julianna Margulies,137042610
5043,Steven Strait,310268183
5044,Evan McGuire,0
5045,Liam Hourican,0
5046,Mick Lally,0
5047,Michael McGrath,0
5048,Aaron Abrams,19258519
5049,Stephen Amell,0
5050,Greg Bryk,26820641
5051,Stephen Patrick Dunn,0
5052,Lynley Hall,0
5053,Liya Kebede,44348
5054,Craig Parkinson,44348
5055,Meera Syal,1544348
5056,Tony Fucile,0
5057,Lori Richardson,0
5058,Josef Hader,0
5059,Josef Bierbichler,0
5060,Birgit Minichmayr,132180323
5061,Christoph Luser,0
5062,Pia Hierzegger,0
5063,Zachary Gordon,237230068
5064,Edward Burns,295685532
5065,Steven Elder,500154
5066,Orlando Jones,284844883
5067,Anthony Rapp,66039095
5068,Michael Landes,90426405
5069,William B. Davis,190307973
5070,Tuva Novotny,0
5071,Marc Wootton,0
5072,Pam Ferris,33459416
5073,Jason Watkins,0
5074,Francesco Scianna,0
5075,Margareth MadÃ¨,0
5076,Raoul Bova,171183863
5077,Giorgio Faletti,0
5078,Leo Gullotta,0
5079,Jerome Ranft,0
5080,Isaac C. Singleton Jr.,0
5081,Clark Bartram,0
5082,Damion Poitier,0
5083,Simon Potter,0
5084,Erin Gray,0
5085,David Schallipp,0
5086,Matthew Schallipp,0
5087,Siobhan Fallon,200531187
5088,Mike O'Brien,29010817
5089,Claire Danes,847811727
5090,Jolie Vanier,28972508
5091,James Spader,597571020
5092,Caterina Scorsone,0
5093,Andrew-Lee Potts,0
5094,Philip Winchester,17800000
5095,Zach Cregger,0
5096,Trevor Moore,0
5097,Raquel Alessi,0
5098,Molly Stanton,0
5099,Ruth Bradley,0
5100,Kate Bell,0
5101,James Nesbitt,11788152
5102,Gerard Jordan,0
5103,Mark Ryder,0
5104,Mark Walton,309979994
5105,Susie Essman,322362356
5106,Dara McGarry,0
5107,Hiroki Suzuki,0
5108,IchirÃ´ta Miyakawa,0
5109,Natsuki Kasa,0
5110,Mihiro,0
5111,Akina Minami,0
5112,Eddie Murphy,6419006702
5113,Yara Shahidi,0
5114,Stephen Rannazzisi,0
5115,Michelle Pfeiffer,1906137484
5116,Spencer Hudson,0
5117,John Mann,0
5118,Kay Panabaker,0
5119,Naturi Naughton,43051547
5120,Kherington Payne,0
5121,Walter Perez,0
5122,Elizabeth Rice,66456
5123,Adam Goldberg,381625200
5124,Meredith Ostrom,0
5125,Amanda Douge,0
5126,Anthony Waller,0
5127,Sarah Chalke,240476
5128,Derek Richardson,80578934
5129,Mason Vale Cotton,0
5130,David DeLuise,0
5131,Clive Revill,0
5132,Deborah Kara Unger,413420276
5133,Noam Jenkins,0
5134,Eugene Clark,0
5135,Ashlynn Yennie,0
5136,Akihiro Kitamura,0
5137,Andreas Leupold,0
5138,Jackson Rathbone,318623603
5139,Shaun Evans,2294291
5140,Hanne Steen,0
5141,Laura Donnelly,0
5142,Jonathan Readwin,0
5143,Joon Park,0
5144,James Marsters,0
5145,Julie Delpy,141815306
5146,Maria Simon,0
5147,Ulrich Tukur,139002758
5148,Dagmar Manzel,0
5149,Zhang Jingchu,0
5150,Teri Andrzejewski,27206120
5151,Alastair Gamble,0
5152,Juan Riedinger,0
5153,Joseph McKenna,0
5154,Wynn Everett,0
5155,Anthony Lemke,0
5156,Eva Amurri Martino,58058367
5157,Brea Grant,0
5158,Timothy Hutton,358783648
5159,Bill Stinchcomb,0
5160,Mary Woronov,14418922
5161,Heather Robb,0
5162,Milly Rosso,0
5163,Becky Rosso,0
5164,Christopher Cousins,13001257
5165,Chris Wylde,0
5166,Jacy King,0
5167,Emmanuelle Seigner,77902653
5168,Elsa Pataky,850994
5169,Robert Miano,0
5170,Valentina Izumi,0
5171,Rachel Specter,0
5172,Denise Richards,602422658
5173,Brendan Hines,0
5174,Blanca Soto,0
5175,Ivana Baquero,0
5176,Gattlin Griffith,20275812
5177,Samantha Mathis,257244992
5178,Sam Bell,0
5179,Mark Polish,0
5180,Jon Cryer,40471663
5181,Channon Roe,0
5182,Yancey Arias,0
5183,Chris J. Johnson,0
5184,Carly Schroeder,85755039
5185,Cody Linley,0
5186,Brie Gabrielle,0
5187,Micah Alberti,0
5188,Ellen Muth,0
5189,Jasmine Guy,3566637
5190,Callum Blue,60965854
5191,Sarah Wynter,96085477
5192,Britt McKillip,0
5193,Lilliam Kouri,0
5194,Naike Rivelli,0
5195,Ethan Rains,0
5196,Kimberly Elise,307167764
5197,Aunjanue Ellis,114868506
5198,Ele Bardha,0
5199,Loren Bass,0
5200,Mike Mitchell,0
5201,Demi Lovato,0
5202,Kevin G. Schmidt,0
5203,Iben Hjejle,56492522
5204,David Duchovny,570917235
5205,Lauren Hutton,39766402
5206,Guillaume Canet,153094285
5207,GÃ©raldine Pailhas,22200000
5208,Hippolyte Girardot,0
5209,Michael Strusievici,0
5210,Valin Shinyei,0
5211,Nicholas D'Agosto,178986745
5212,Eric Christian Olsen,350503778
5213,Molly Sims,18599102
5214,Danneel Ackles,131463322
5215,Kimberley Nixon,265318
5216,Troy Garity,131459238
5217,Calum MacNab,0
5218,Daniel Mays,64921780
5219,Joe Jackson,0
5220,Meg Ryan,1327031234
5221,Andy Ostroy,0
5222,Ayesha Takia,134
5223,Mahesh Manjrekar,134
5224,Prakash Raj,134
5225,Vinod Khanna,134
5226,Alexie Gilmore,295750
5227,Geoff Pierson,197922035
5228,Preston Jones,0
5229,Julianna Guill,9627492
5230,Mary Cobb,0
5231,Kaira Akita,0
5232,Chris Santos,1007962
5233,Peter Zizzo,1007962
5234,Timothy J. Cox,1007962
5235,Timothy Davis,1007962
5236,Edward Furlong,797354037
5237,Monica Keena,114908830
5238,Diora Baird,36620508
5239,Michael Copon,0
5240,Charlotte Riley,0
5241,Andrew Lincoln,0
5242,Sarah Lancashire,0
5243,Burn Gorman,407603003
5244,Oren Skoog,263941
5245,Joshua Miller,263941
5246,Patrick Casey,263941
5247,Jennifer Lyons,263941
5248,Tony Denman,263941
5249,Steve Austin,8642858
5250,Laura Vandervoort,0
5251,Peter Mooney,0
5252,Barbara Niven,0
5253,Peter Michael Dillon,0
5254,Dina Korzun,0
5255,Katheryn Winnick,0
5256,Audrina Patridge,0
5257,Marsha Thomason,182290266
5258,Hugo Steele,0
5259,John Densmore,0
5260,Robby Krieger,0
5261,Ray Manzarek,0
5262,Jim Morrison,0
5263,Hope Davis,188539783
5264,Philip Baker Hall,541047197
5265,Lauren German,76868590
5266,Con Schell,0
5267,Alexander Beyer,0
5268,Christian Berkel,0
5269,Ryan Carnes,0
5270,Jean Marchand,0
5271,Cameron Goodman,0
5272,Matthew Wolf,0
5273,Jay Brazeau,0
5274,Erin Dilly,0
5275,Stephen Huszar,0
5276,Janet McTeer,1770993
5277,Robert Pugh,0
5278,Dean Lennox Kelly,0
5279,Meredith MacNeill,0
5280,Kenneth Vanbaeden,0
5281,Valentijn Dhaenens,0
5282,Koen De Graeve,0
5283,Wouter Hendrickx,0
5284,Johan Heldenbergh,0
5285,Jane Lynch,1397208842
5286,Carol Burnett,360602262
5287,Jordan Ladd,30553394
5288,Samantha Ferris,0
5289,Gabrielle Rose,3263585
5290,Stephen Park,0
5291,Serge Houde,0
5292,Charlyne Yi,1296971
5293,Gill Summers,1296971
5294,Danny Pino,0
5295,Brad Greenquist,57469467
5296,Arie Verveen,0
5297,Michael Rooker,1101725803
5298,Temuera Morrison,334502806
5299,Lara Cox,0
5300,"Ted DiBiase, Jr.",0
5301,Able Wanamakok,0
5302,Ryan Kelley,603943
5303,Galadriel Stineman,0
5304,Alyssa Diaz,0
5305,Herbert Siguenza,0
5306,Emil Marwa,0
5307,Sophie Monk,48548426
5308,Tad Hilgenbrink,0
5309,Mike Straub,0
5310,Eric Cantona,0
5311,Steve Evets,100915
5312,Stephanie Bishop,0
5313,Gerard Kearns,0
5314,Demetri Martin,2963902
5315,Henry Goodman,118063304
5316,Steve Purcell,0
5317,Jason Topolski,0
5318,Jeremy London,2
5319,A Martinez,30283
5320,Paul Logan,0
5321,Lauren Walsh,0
5322,Stephen Blackehart,0
5323,Tom Aldredge,0
5324,Nicholas Art,47738099
5325,Blanche Baker,0
5326,Guy Boyd,8801940
5327,Jamal Woolard,43051547
5328,Antonique Smith,43051547
5329,Jessica McNamee,0
5330,Victoria Thaine,0
5331,John Brumpton,0
5332,Michael Dorn,120000000
5333,Mark Famiglietti,0
5334,Janette Armand,0
5335,Doug Fahl,0
5336,Cooper Hopkins,0
5337,Bill Johns,8025872
5338,Russell Hodgkinson,0
5339,Paul Herman,39462438
5340,James Faulkner,64822796
5341,Jonathan Pienaar,0
5342,Axel Milberg,717205
5343,Julia Bremermann,0
5344,April Pearson,0
5345,Dimitri Leonidas,0
5346,Calvin Dean,0
5347,Jamie Sives,60641
5348,Sergi LÃ³pez,0
5349,MÃ©lusine Mayance,0
5350,Arthur Peyret,0
5351,AndrÃ© Wilms,0
5352,Jason Mantzoukas,0
5353,Judah Friedlander,51366155
5354,Dmitry Chepovetsky,0
5355,Igor Jijikine,0
5356,Robert Wisden,0
5357,Inna Korobkina,0
5358,Doug Hutchison,10766071
5359,Anna Paquin,209980922
5360,Nathaniel Parker,189124723
5361,Steve Speirs,0
5362,Kellie Cockrell,0
5363,Billy Boyd,236840755
5364,Yvon Back,0
5365,Padraic Delaney,0
5366,Natalie Britton,0
5367,Uriah Shelton,0
5368,Alycia Delmore,0
5369,Lynn Shelton,0
5370,Trina Willard,0
5371,Cassandra Peterson,5596267
5372,Simon Baker,579637203
5373,Claire Forlani,184615461
5374,Michael DeLorenzo,1631839
5375,Elisha Cuthbert,102185524
5376,Jenna Elfman,105550848
5377,Andie MacDowell,676961978
5378,Lindsay Sloane,43147691
5379,Eric Bossick,0
5380,Akiko MonÃ´,0
5381,YÃ»ko Nakamura,0
5382,Stephen Sarrazin,0
5383,Tiger Charlie Gerhardt,0
5384,Emma Caulfield,0
5385,Michelle Borth,0
5386,John Patrick Amedori,248118121
5387,Desmond Harrington,97000459
5388,Hamish Bowles,0
5389,Grace Coddington,0
5390,Tonne Goodman,0
5391,Jenny Wade,92601050
5392,Carl Anthony Payne II,0
5393,Juan Longoria GarcÃ­a,0
5394,Diane Ayala Goldner,0
5395,Barry Pepper,356780266
5396,Kate Levering,352810
5397,Vincent Elbaz,29456000
5398,Isabelle CarrÃ©,0
5399,FranÃ§ois-Xavier Demaison,0
5400,Audrey Dana,0
5401,Jessica Stroup,14796236
5402,Matt Long,13620075
5403,Allen Williamson,0
5404,Matt Czuchry,1429299
5405,Jesse Bradford,204136488
5406,Marika Dominczyk,1429299
5407,Traci Lords,9695642
5408,Geoff Stults,1460204
5409,Nisreen Faour,0
5410,Melkar Muallem,0
5411,Hiam Abbass,12591585
5412,Jenna Kawar,0
5413,Jonny Lee Miller,396120949
5414,Louise Dylan,0
5415,Oshri Cohen,0
5416,Michael Moshonov,0
5417,Yoav Donat,0
5418,Itay Tiran,0
5419,Zohar Strauss,0
5420,Lorenzo Lamas,0
5421,Debbie Gibson,0
5422,Sean Lawlor,0
5423,Vic Chao,0
5424,Jonathan Nation,0
5425,Fred Testot,0
5426,Gilles Lellouche,0
5427,Jimmy Page,1896244
5428,The Edge,1896244
5429,Jack White,1896244
5430,Link Wray,1896244
5431,Tessie Santiago,0
5432,Chris Bruno,0
5433,Frank Whaley,75349624
5434,Bart Johnson,0
5435,Michael Flynn,0
5436,Sacha Baron Cohen,2500134152
5437,Richard Bey,43656822
5438,Ron Paul,0
5439,Gustaf Hammarsten,0
5440,Clifford BaÃ±agale,0
5441,Maria Canals-Barrera,0
5442,Geena Davis,868758169
5443,Harry Cook,0
5444,Joel Tobeck,0
5445,Wendy Playfair,0
5446,MichÃ¨le Laroque,0
5447,Amir ,14018951
5448,MylÃ¨ne Demongeot,0
5449,Constance DollÃ©,0
5450,Melissa Molinaro,0
5451,Hristo Shopov,0
5452,Zahary Baharov,0
5453,Billy West,280862014
5454,Katey Sagal,0
5455,John DiMaggio,6629178
5456,Lauren Tom,32861136
5457,Phil LaMarr,0
5458,Sean Faris,113656183
5459,Maggie Q,502938660
5460,David Leitch,0
5461,Dominic Dierkes,0
5462,D.C. Pierson,0
5463,Adrian Webster,0
5464,Patrick O'Connor,0
5465,Arin Alldridge,0
5466,Rita Ramnani,0
5467,Gareth Brough,0
5468,Deborra-Lee Furness,140129390
5469,Peta Wilson,179321204
5470,Asher Keddie,56000
5471,Erik Thomson,56000
5472,Rainer WinkelvoÃŸ,0
5473,Josh Flitter,15431177
5474,Emma Lockhart,0
5475,Art LaFleur,16853487
5476,Reed Alexander,0
5477,William Haze,0
5478,Lucy Hale,0
5479,Courtney Thorne-Smith,57756461
5480,Amanda Schull,17200925
5481,Phoebe Strole,0
5482,Assumpta Serna,0
